epoch	iter	acc	loss	lr	minGrad	maxGrad	meanGrad	stdGrad	
   1.000000	  53.000000	   0.000000	   0.019230	   0.000250	  -0.003899	   0.000656	  -0.000000	   0.000007	
   1.000000	  54.000000	   0.083333	   0.020543	   0.000250	  -0.001481	   0.001568	   0.000000	   0.000007	
   1.000000	  55.000000	   0.011905	   0.018301	   0.000250	  -0.001410	   0.000736	  -0.000000	   0.000006	
   1.000000	  56.000000	   0.057143	   0.013419	   0.000250	  -0.001342	   0.000821	  -0.000000	   0.000006	
   1.000000	  57.000000	   0.076190	   0.015731	   0.000250	  -0.001284	   0.002214	  -0.000000	   0.000006	
   1.000000	  58.000000	   0.050000	   0.018426	   0.000250	  -0.000965	   0.002261	  -0.000000	   0.000007	
   1.000000	  59.000000	   0.023810	   0.018037	   0.000250	  -0.002068	   0.001222	   0.000000	   0.000007	
   1.000000	  60.000000	   0.066667	   0.017238	   0.000250	  -0.001411	   0.002890	  -0.000000	   0.000006	
   1.000000	  61.000000	   0.014286	   0.012721	   0.000250	  -0.000835	   0.002726	  -0.000000	   0.000005	
   1.000000	  62.000000	   0.000000	   0.017785	   0.000250	  -0.001448	   0.000950	  -0.000000	   0.000005	
   1.000000	  63.000000	   0.011905	   0.018642	   0.000250	  -0.001790	   0.000820	  -0.000000	   0.000004	
   1.000000	  64.000000	   0.035714	   0.017202	   0.000250	  -0.000931	   0.000688	  -0.000000	   0.000004	
   1.000000	  65.000000	   0.028571	   0.015860	   0.000250	  -0.001358	   0.001130	  -0.000000	   0.000005	
   1.000000	  66.000000	   0.095238	   0.015917	   0.000250	  -0.002758	   0.001359	  -0.000000	   0.000006	
   1.000000	  67.000000	   0.000000	   0.017985	   0.000250	  -0.001844	   0.001276	   0.000000	   0.000006	
   1.000000	  68.000000	   0.061905	   0.016205	   0.000250	  -0.001811	   0.000477	  -0.000000	   0.000010	
   1.000000	  69.000000	   0.047619	   0.016710	   0.000250	  -0.000642	   0.002100	   0.000000	   0.000013	
   1.000000	  70.000000	   0.035714	   0.015321	   0.000250	  -0.001273	   0.000588	  -0.000000	   0.000006	
   1.000000	  71.000000	   0.052381	   0.017725	   0.000250	  -0.001591	   0.001257	  -0.000000	   0.000007	
   1.000000	  72.000000	   0.038095	   0.016881	   0.000250	  -0.002633	   0.001036	  -0.000000	   0.000007	
   1.000000	  73.000000	   0.000000	   0.016743	   0.000250	  -0.001292	   0.002291	   0.000000	   0.000006	
   1.000000	  74.000000	   0.047619	   0.017979	   0.000250	  -0.002065	   0.001713	  -0.000000	   0.000008	
   1.000000	  75.000000	   0.069048	   0.014864	   0.000250	  -0.000987	   0.001114	   0.000000	   0.000005	
   1.000000	  76.000000	   0.023810	   0.017892	   0.000250	  -0.001970	   0.001426	  -0.000000	   0.000009	
   1.000000	  77.000000	   0.011905	   0.017576	   0.000250	  -0.001985	   0.001419	   0.000000	   0.000007	
   1.000000	  78.000000	   0.011905	   0.017391	   0.000250	  -0.001933	   0.002426	  -0.000000	   0.000008	
   1.000000	  79.000000	   0.023810	   0.016960	   0.000250	  -0.001543	   0.007947	  -0.000000	   0.000007	
   1.000000	  80.000000	   0.044048	   0.018037	   0.000250	  -0.001240	   0.001808	   0.000000	   0.000009	
   1.000000	  81.000000	   0.014286	   0.014756	   0.000250	  -0.001229	   0.001404	  -0.000000	   0.000008	
   1.000000	  82.000000	   0.014286	   0.017850	   0.000250	  -0.001766	   0.001361	   0.000000	   0.000007	
   1.000000	  83.000000	   0.023810	   0.018963	   0.000250	  -0.001085	   0.000866	  -0.000000	   0.000005	
   1.000000	  84.000000	   0.023810	   0.017040	   0.000250	  -0.001664	   0.001272	   0.000000	   0.000007	
   1.000000	  85.000000	   0.035714	   0.017107	   0.000250	  -0.001717	   0.002052	  -0.000000	   0.000008	
   1.000000	  86.000000	   0.038095	   0.017574	   0.000250	  -0.002428	   0.001527	  -0.000000	   0.000007	
   1.000000	  87.000000	   0.011905	   0.014850	   0.000250	  -0.001048	   0.000758	  -0.000000	   0.000005	
   1.000000	  88.000000	   0.047619	   0.015970	   0.000250	  -0.001016	   0.001779	  -0.000000	   0.000005	
   1.000000	  89.000000	   0.023810	   0.017309	   0.000250	  -0.001394	   0.001195	   0.000000	   0.000005	
   1.000000	  90.000000	   0.000000	   0.017830	   0.000250	  -0.002744	   0.000725	  -0.000000	   0.000010	
   1.000000	  91.000000	   0.050000	   0.017140	   0.000250	  -0.000585	   0.001992	   0.000000	   0.000009	
   1.000000	  92.000000	   0.038095	   0.017046	   0.000250	  -0.002022	   0.000712	  -0.000000	   0.000008	
   1.000000	  93.000000	   0.085714	   0.017601	   0.000250	  -0.000748	   0.002535	   0.000000	   0.000011	
   1.000000	  94.000000	   0.035714	   0.016595	   0.000250	  -0.003881	   0.000656	  -0.000000	   0.000006	
   1.000000	  95.000000	   0.057143	   0.016345	   0.000250	  -0.003052	   0.001542	   0.000000	   0.000007	
   1.000000	  96.000000	   0.059524	   0.014268	   0.000250	  -0.001610	   0.000887	  -0.000000	   0.000008	
   1.000000	  97.000000	   0.011905	   0.017057	   0.000250	  -0.002887	   0.001781	   0.000000	   0.000007	
   1.000000	  98.000000	   0.000000	   0.017303	   0.000250	  -0.001254	   0.001174	  -0.000000	   0.000007	
   1.000000	  99.000000	   0.078571	   0.014795	   0.000250	  -0.000925	   0.000756	  -0.000000	   0.000004	
   1.000000	 100.000000	   0.028571	   0.016898	   0.000250	  -0.000748	   0.000908	  -0.000000	   0.000004	
   1.000000	 101.000000	   0.026190	   0.016535	   0.000250	  -0.001139	   0.000702	   0.000000	   0.000005	
   1.000000	 102.000000	   0.011905	   0.015533	   0.000250	  -0.001022	   0.000793	  -0.000000	   0.000006	
   1.000000	 103.000000	   0.023810	   0.018122	   0.000250	  -0.001535	   0.001132	   0.000000	   0.000005	
   1.000000	 104.000000	   0.064286	   0.016313	   0.000250	  -0.001512	   0.000787	  -0.000000	   0.000005	
   1.000000	 105.000000	   0.061905	   0.017095	   0.000250	  -0.000866	   0.001915	   0.000000	   0.000006	
   1.000000	 106.000000	   0.047619	   0.018606	   0.000250	  -0.002401	   0.001177	  -0.000000	   0.000006	
   1.000000	 107.000000	   0.123810	   0.015032	   0.000250	  -0.000933	   0.001003	   0.000000	   0.000005	
   1.000000	 108.000000	   0.023810	   0.016186	   0.000250	  -0.002492	   0.002826	  -0.000000	   0.000008	
   1.000000	 109.000000	   0.035714	   0.017634	   0.000250	  -0.000886	   0.003202	   0.000000	   0.000011	
   1.000000	 110.000000	   0.026190	   0.016196	   0.000250	  -0.001576	   0.001080	  -0.000000	   0.000006	
   1.000000	 111.000000	   0.079762	   0.016179	   0.000250	  -0.001451	   0.001843	  -0.000000	   0.000005	
   1.000000	 112.000000	   0.059524	   0.014178	   0.000250	  -0.001115	   0.000759	  -0.000000	   0.000006	
   1.000000	 113.000000	   0.035714	   0.018021	   0.000250	  -0.002719	   0.001968	   0.000000	   0.000010	
   1.000000	 114.000000	   0.041667	   0.015877	   0.000250	  -0.001324	   0.001009	  -0.000000	   0.000007	
   1.000000	 115.000000	   0.023810	   0.016922	   0.000250	  -0.001194	   0.001545	  -0.000000	   0.000006	
   1.000000	 116.000000	   0.050000	   0.017448	   0.000250	  -0.001375	   0.001627	   0.000000	   0.000008	
   1.000000	 117.000000	   0.047619	   0.017741	   0.000250	  -0.001624	   0.003307	  -0.000000	   0.000007	
   1.000000	 118.000000	   0.000000	   0.017550	   0.000250	  -0.001252	   0.001436	  -0.000000	   0.000007	
   1.000000	 119.000000	   0.076190	   0.016529	   0.000250	  -0.002938	   0.000996	  -0.000000	   0.000006	
   1.000000	 120.000000	   0.014286	   0.016704	   0.000250	  -0.000869	   0.001727	   0.000000	   0.000007	
   1.000000	 121.000000	   0.038095	   0.017394	   0.000250	  -0.001465	   0.001379	   0.000000	   0.000007	
   1.000000	 122.000000	   0.061905	   0.016343	   0.000250	  -0.001004	   0.000895	  -0.000000	   0.000006	
   1.000000	 123.000000	   0.100000	   0.016248	   0.000250	  -0.000967	   0.000891	   0.000000	   0.000006	
   1.000000	 124.000000	   0.088095	   0.016305	   0.000250	  -0.001334	   0.000993	  -0.000000	   0.000007	
   1.000000	 125.000000	   0.011905	   0.016509	   0.000250	  -0.000757	   0.001640	   0.000000	   0.000007	
   1.000000	 126.000000	   0.041667	   0.015289	   0.000250	  -0.001495	   0.001545	   0.000000	   0.000008	
   1.000000	 127.000000	   0.029762	   0.016588	   0.000250	  -0.001148	   0.002001	  -0.000000	   0.000006	
   1.000000	 128.000000	   0.059524	   0.018923	   0.000250	  -0.002101	   0.002292	  -0.000000	   0.000007	
   1.000000	 129.000000	   0.078571	   0.015754	   0.000250	  -0.001334	   0.002041	   0.000000	   0.000008	
   1.000000	 130.000000	   0.038095	   0.014725	   0.000250	  -0.001850	   0.000706	  -0.000000	   0.000007	
   1.000000	 131.000000	   0.089286	   0.013630	   0.000250	  -0.000668	   0.001204	   0.000000	   0.000004	
   1.000000	 132.000000	   0.054762	   0.014224	   0.000250	  -0.000880	   0.001496	  -0.000000	   0.000005	
   1.000000	 133.000000	   0.071429	   0.015696	   0.000250	  -0.001473	   0.001446	   0.000000	   0.000006	
   1.000000	 134.000000	   0.053571	   0.015299	   0.000250	  -0.002330	   0.001124	  -0.000000	   0.000005	
   1.000000	 135.000000	   0.038095	   0.017328	   0.000250	  -0.001172	   0.002819	  -0.000000	   0.000005	
   1.000000	 136.000000	   0.023810	   0.018369	   0.000250	  -0.001546	   0.001255	  -0.000000	   0.000007	
   1.000000	 137.000000	   0.041667	   0.015432	   0.000250	  -0.001484	   0.001116	   0.000000	   0.000006	
   1.000000	 138.000000	   0.038095	   0.017764	   0.000250	  -0.000938	   0.002222	   0.000000	   0.000006	
   1.000000	 139.000000	   0.044048	   0.016679	   0.000250	  -0.002864	   0.001077	  -0.000000	   0.000007	
   1.000000	 140.000000	   0.042857	   0.015690	   0.000250	  -0.001034	   0.001203	  -0.000000	   0.000005	
   1.000000	 141.000000	   0.044048	   0.013934	   0.000250	  -0.000811	   0.001295	   0.000000	   0.000005	
   1.000000	 142.000000	   0.085714	   0.014264	   0.000250	  -0.001448	   0.002586	  -0.000000	   0.000007	
   1.000000	 143.000000	   0.000000	   0.015628	   0.000250	  -0.000384	   0.001434	   0.000000	   0.000008	
   1.000000	 144.000000	   0.071429	   0.016040	   0.000250	  -0.001565	   0.000901	  -0.000000	   0.000008	
   1.000000	 145.000000	   0.026190	   0.013288	   0.000250	  -0.001031	   0.001557	  -0.000000	   0.000006	
   1.000000	 146.000000	   0.047619	   0.015283	   0.000250	  -0.001743	   0.000798	   0.000000	   0.000006	
   1.000000	 147.000000	   0.041667	   0.016039	   0.000250	  -0.000656	   0.002188	   0.000000	   0.000005	
   1.000000	 148.000000	   0.096429	   0.015103	   0.000250	  -0.001482	   0.000548	  -0.000000	   0.000004	
   1.000000	 149.000000	   0.123810	   0.015109	   0.000250	  -0.001325	   0.001587	  -0.000000	   0.000006	
   1.000000	 150.000000	   0.000000	   0.015786	   0.000250	  -0.001204	   0.001166	   0.000000	   0.000006	
   1.000000	 151.000000	   0.023810	   0.015620	   0.000250	  -0.000802	   0.001191	  -0.000000	   0.000005	
   1.000000	 152.000000	   0.095238	   0.014445	   0.000250	  -0.000962	   0.002377	   0.000000	   0.000005	
   1.000000	 153.000000	   0.029762	   0.013776	   0.000250	  -0.000823	   0.000715	   0.000000	   0.000004	
   1.000000	 154.000000	   0.080952	   0.015028	   0.000250	  -0.001017	   0.000990	  -0.000000	   0.000005	
   1.000000	 155.000000	   0.079762	   0.015124	   0.000250	  -0.000715	   0.001122	   0.000000	   0.000005	
   1.000000	 156.000000	   0.047619	   0.015595	   0.000250	  -0.001253	   0.001005	  -0.000000	   0.000005	
   1.000000	 157.000000	   0.073810	   0.016511	   0.000250	  -0.001510	   0.001244	  -0.000000	   0.000005	
   1.000000	 158.000000	   0.011905	   0.015545	   0.000250	  -0.001400	   0.002127	  -0.000000	   0.000007	
   1.000000	 159.000000	   0.073810	   0.018068	   0.000250	  -0.002590	   0.001695	   0.000000	   0.000008	
   1.000000	 160.000000	   0.050000	   0.018006	   0.000250	  -0.001550	   0.002169	   0.000000	   0.000009	
   1.000000	 161.000000	   0.058333	   0.014970	   0.000250	  -0.001967	   0.004407	  -0.000000	   0.000009	
   1.000000	 162.000000	   0.047619	   0.016963	   0.000250	  -0.000406	   0.001749	   0.000000	   0.000007	
   1.000000	 163.000000	   0.097619	   0.016717	   0.000250	  -0.001109	   0.000899	  -0.000000	   0.000006	
   1.000000	 164.000000	   0.071429	   0.017070	   0.000250	  -0.001519	   0.001322	   0.000000	   0.000006	
   1.000000	 165.000000	   0.085714	   0.017209	   0.000250	  -0.001128	   0.001304	  -0.000000	   0.000005	
   1.000000	 166.000000	   0.061905	   0.013983	   0.000250	  -0.000766	   0.001810	  -0.000000	   0.000005	
   1.000000	 167.000000	   0.047619	   0.016346	   0.000250	  -0.002334	   0.000800	  -0.000000	   0.000007	
   1.000000	 168.000000	   0.059524	   0.014555	   0.000250	  -0.001454	   0.001010	  -0.000000	   0.000008	
   1.000000	 169.000000	   0.047619	   0.016663	   0.000250	  -0.000685	   0.002282	   0.000000	   0.000009	
   1.000000	 170.000000	   0.035714	   0.018859	   0.000250	  -0.003079	   0.000671	  -0.000000	   0.000013	
   1.000000	 171.000000	   0.097619	   0.015935	   0.000250	  -0.000719	   0.003038	   0.000000	   0.000013	
   1.000000	 172.000000	   0.023810	   0.015944	   0.000250	  -0.002229	   0.000865	  -0.000000	   0.000009	
   1.000000	 173.000000	   0.073810	   0.017353	   0.000250	  -0.001284	   0.001579	   0.000000	   0.000008	
   1.000000	 174.000000	   0.111905	   0.014489	   0.000250	  -0.001751	   0.002779	  -0.000000	   0.000008	
   1.000000	 175.000000	   0.023810	   0.017577	   0.000250	  -0.002999	   0.002480	  -0.000000	   0.000008	
   1.000000	 176.000000	   0.107143	   0.016175	   0.000250	  -0.003037	   0.001578	   0.000000	   0.000007	
   1.000000	 177.000000	   0.078571	   0.014043	   0.000250	  -0.000907	   0.001968	   0.000000	   0.000005	
   1.000000	 178.000000	   0.040476	   0.014675	   0.000250	  -0.000927	   0.001058	  -0.000000	   0.000005	
   1.000000	 179.000000	   0.073810	   0.015374	   0.000250	  -0.001231	   0.001855	  -0.000000	   0.000006	
   1.000000	 180.000000	   0.130952	   0.017885	   0.000250	  -0.001647	   0.001213	  -0.000000	   0.000006	
   1.000000	 181.000000	   0.094048	   0.014908	   0.000250	  -0.001249	   0.000937	  -0.000000	   0.000006	
   1.000000	 182.000000	   0.080952	   0.016332	   0.000250	  -0.004654	   0.001321	  -0.000000	   0.000007	
   1.000000	 183.000000	   0.071429	   0.016948	   0.000250	  -0.001493	   0.001456	  -0.000000	   0.000006	
   1.000000	 184.000000	   0.113095	   0.016604	   0.000250	  -0.001083	   0.001743	   0.000000	   0.000006	
   1.000000	 185.000000	   0.032143	   0.013605	   0.000250	  -0.001782	   0.000853	  -0.000000	   0.000005	
   1.000000	 186.000000	   0.026190	   0.014655	   0.000250	  -0.001194	   0.001035	   0.000000	   0.000004	
   1.000000	 187.000000	   0.090476	   0.017198	   0.000250	  -0.001042	   0.001211	  -0.000000	   0.000005	
   1.000000	 188.000000	   0.073810	   0.015812	   0.000250	  -0.000881	   0.000912	   0.000000	   0.000005	
   1.000000	 189.000000	   0.130952	   0.013820	   0.000250	  -0.001565	   0.001728	  -0.000000	   0.000007	
   1.000000	 190.000000	   0.047619	   0.016583	   0.000250	  -0.001602	   0.002214	   0.000000	   0.000010	
   1.000000	 191.000000	   0.042857	   0.014479	   0.000250	  -0.002199	   0.001272	  -0.000000	   0.000008	
   1.000000	 192.000000	   0.078571	   0.016597	   0.000250	  -0.002398	   0.001912	   0.000000	   0.000007	
   1.000000	 193.000000	   0.038095	   0.017127	   0.000250	  -0.001181	   0.001726	  -0.000000	   0.000007	
   1.000000	 194.000000	   0.127381	   0.015200	   0.000250	  -0.001450	   0.001169	   0.000000	   0.000006	
   1.000000	 195.000000	   0.138095	   0.014219	   0.000250	  -0.001344	   0.002130	   0.000000	   0.000007	
   1.000000	 196.000000	   0.138095	   0.015855	   0.000250	  -0.001358	   0.001307	  -0.000000	   0.000005	
   1.000000	 197.000000	   0.114286	   0.015799	   0.000250	  -0.001678	   0.001493	  -0.000000	   0.000008	
   1.000000	 198.000000	   0.167857	   0.014657	   0.000250	  -0.001828	   0.002101	   0.000000	   0.000008	
   1.000000	 199.000000	   0.164286	   0.015131	   0.000250	  -0.002168	   0.001051	  -0.000000	   0.000007	
   1.000000	 200.000000	   0.150000	   0.014877	   0.000250	  -0.000795	   0.001922	   0.000000	   0.000006	
   1.000000	 201.000000	   0.038095	   0.015282	   0.000250	  -0.001777	   0.000945	  -0.000000	   0.000006	
   1.000000	 202.000000	   0.121429	   0.015787	   0.000250	  -0.001094	   0.001070	  -0.000000	   0.000006	
   1.000000	 203.000000	   0.125000	   0.014614	   0.000250	  -0.001003	   0.001900	  -0.000000	   0.000006	
   1.000000	 204.000000	   0.061905	   0.016228	   0.000250	  -0.001212	   0.001376	   0.000000	   0.000006	
   1.000000	 205.000000	   0.061905	   0.015543	   0.000250	  -0.001294	   0.001773	  -0.000000	   0.000007	
   1.000000	 206.000000	   0.050000	   0.015558	   0.000250	  -0.002266	   0.001265	  -0.000000	   0.000008	
